Customer_ID,Month,Electricity_Consumption_kWh,Previous_Month_Consumption,Peak_Consumption,Off_Peak_Consumption,Voltage,Current,Power_Factor,Meter_Age,Number_of_Meter_Readings,Location_Type,Customer_Type,Theft_Flag_GroundTruth,Average_Consumption_3_Months,Average_Consumption_6_Months,Consumption_Change_Pct,Consumption_Deviation,MoM_Change_Pct,Peak_OffPeak_Ratio,Consumption_Variability,Reading_Completeness_Ratio,Data_Split,Anomaly_Score,IsolationForest_Prediction,OneClassSVM_Prediction,RandomForest_Prediction,Baseline_Prediction,Risk_Level,Flag_Reasons
C00002,6,793.32,708.91,558.65,234.67,231.81,4.843,0.982,3,29,Urban,Commercial,0,736.17,679.524,7.7631525327030575,113.79600000000005,11.907012173618666,2.380576980440619,0.045788035418662214,0.9666666666666667,Test,0.1946083006716144,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,1,119.19,119.19,79.96,39.23,226.09,0.781,0.937,12,30,Urban,Residential,0,,,0.0,0.0,0.0,2.038236043843997,0.0,1.0,Train,0.032072386061531746,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,2,131.61,119.19,80.17,51.44,231.47,0.826,0.956,12,28,Urban,Residential,0,119.19,119.19,10.420337276617179,12.420000000000016,10.420337276617179,1.5585147744945569,0.0,0.9333333333333333,Train,0.11378148314688975,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,3,114.39,131.61,70.33,44.05,234.81,0.742,0.912,12,28,Urban,Residential,0,125.4,125.4,-8.779904306220098,11.010000000000005,-13.08411214953272,1.596594778660613,0.07003402091177775,0.9333333333333333,Train,0.13415542816814066,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,4,146.23,114.39,80.44,65.79,234.25,0.999,0.868,12,29,Urban,Residential,0,121.73,121.73,20.126509488211603,24.499999999999986,27.834600926654417,1.2226782185742513,0.07300214932362614,0.9666666666666667,Train,0.14920251482303312,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,5,133.6,146.23,91.98,41.62,223.45,0.839,0.99,12,29,Urban,Residential,0,130.74333333333334,127.855,2.1849425082222074,5.74499999999999,-8.63707857484784,2.2099951946179726,0.1219005390414481,0.9666666666666667,Test,0.1627729634070557,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00003,6,134.76,133.6,85.0,49.76,231.51,0.938,0.862,12,28,Urban,Residential,0,131.40666666666667,129.004,2.5518745877936113,5.756,0.8682634730538896,1.7081993569131833,0.12200992223390345,0.9333333333333333,Test,0.13532858515041796,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,1,244.79,244.79,148.28,96.51,226.7,1.63,0.92,2,30,Urban,Residential,0,,,0.0,0.0,0.0,1.5364210962594549,0.0,1.0,Train,0.05505380123444842,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,2,235.85,244.79,141.14,94.72,231.7,1.537,0.92,2,30,Urban,Residential,0,244.79,244.79,-3.6521099718125734,8.939999999999998,-3.6521099718125734,1.4900760135135134,0.0,1.0,Train,0.05964979351775715,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,3,285.95,235.85,193.43,92.51,225.99,1.802,0.975,2,30,Urban,Residential,0,240.32,240.32,18.987183754993342,45.629999999999995,21.242315030739874,2.090909090909091,0.026304654726230583,1.0,Train,0.11790081827780954,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,4,311.74,285.95,183.09,128.66,227.53,1.989,0.957,2,28,Urban,Residential,0,255.53,255.53,21.997417133017652,56.21000000000001,9.019059276097227,1.423053007927872,0.1045709913881948,0.9333333333333333,Train,0.2039844783701093,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,5,370.26,311.74,220.42,149.85,230.05,2.469,0.905,2,30,Urban,Residential,0,277.84666666666664,269.5825,33.26055138325697,100.67750000000001,18.772053634438947,1.4709376042709377,0.13888409615484573,1.0,Test,0.16200223331938068,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00004,6,305.56,370.26,176.46,129.1,233.1,1.993,0.914,2,29,Urban,Residential,0,322.65000000000003,289.718,-5.296761196342795,15.841999999999985,-17.4742073137795,1.366847405112316,0.1338939073429989,0.9666666666666667,Test,0.15958706844355486,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,1,298.58,298.58,216.92,81.65,230.31,1.915,0.94,2,28,Rural,Residential,0,,,0.0,0.0,0.0,2.656705450091855,0.0,0.9333333333333333,Train,0.15512523618474952,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,2,279.14,298.58,176.11,103.03,230.54,1.82,0.924,2,30,Rural,Residential,0,298.58,298.58,-6.5108178712572835,19.439999999999998,-6.5108178712572835,1.7093079685528487,0.0,1.0,Train,0.05911193077892768,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,3,361.61,279.14,266.88,94.73,220.75,2.353,0.967,2,30,Rural,Residential,0,288.86,288.86,25.185210828775183,72.75,29.54431468080534,2.8172701361765013,0.047587605851507654,1.0,Train,0.2596463941029002,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,4,323.2,361.61,242.04,81.16,215.6,2.345,0.888,2,28,Rural,Residential,0,313.11,313.11,3.2225096611414434,10.089999999999975,-10.62194076491248,2.9822572695909315,0.1376904208736506,0.9333333333333333,Train,0.39814506702150426,1,-1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,5,358.63,323.2,250.62,108.01,227.69,2.499,0.876,2,30,Rural,Residential,0,321.31666666666666,315.6325,11.612635510140567,42.9975,10.962252475247528,2.320340709193593,0.128431694815378,1.0,Test,0.1422883789738554,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00005,6,319.92,358.63,191.98,127.94,241.37,1.988,0.926,2,30,Rural,Residential,0,347.81333333333333,324.232,-8.019627386337493,4.312000000000012,-10.793854390318709,1.5005471314678756,0.06143463431189636,1.0,Test,0.18997206822295615,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00006,1,4541.67,4541.67,3017.49,1524.18,229.98,31.999,0.857,1,30,Urban,Industrial,0,,,0.0,0.0,0.0,1.9797464866354366,0.0,1.0,Train,0.5120601975297343,-1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00006,2,3714.03,4541.67,2750.66,963.37,231.64,23.684,0.94,1,29,Urban,Industrial,0,4541.67,4541.67,-18.223252680181513,827.6399999999999,-18.223252680181513,2.8552477241350673,0.0,0.9666666666666667,Train,0.6072372571925574,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00006,3,5805.43,3714.03,3504.71,2300.72,225.25,39.945,0.896,1,29,Urban,Industrial,0,4127.85,4127.85,40.640527150938134,1677.58,56.31079985891336,1.523310094231371,0.14177595028434517,0.9666666666666667,Train,0.8245109781050151,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00006,4,4402.44,5805.43,2645.13,1757.31,224.26,27.947,0.976,1,29,Urban,Industrial,0,4687.043333333334,4687.043333333334,-6.072129338111538,284.6033333333344,-24.16685757988643,1.505215357563549,0.22471552762115063,0.9666666666666667,Train,0.6541182557385662,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00006,5,5377.74,4402.44,3552.34,1825.4,232.09,36.123,0.891,1,29,Urban,Industrial,0,4640.633333333334,4615.8925,15.883751499436116,761.8474999999999,22.153623899473935,1.9460611372849785,0.22967813828305797,0.9666666666666667,Test,0.7314759801803141,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00006,6,4805.09,5377.74,2647.78,2157.31,226.34,31.78,0.928,1,30,Urban,Industrial,0,5195.203333333334,4768.262000000001,-7.5091061562556805,36.82799999999952,-10.648525216912674,1.2273525826144598,0.13841348499250727,1.0,Test,0.5807048864376839,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00007,1,178.52,178.52,114.81,63.71,227.57,1.18,0.923,13,30,Urban,Residential,0,,,0.0,0.0,0.0,1.8020718882436038,0.0,1.0,Train,0.022972729030803572,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00007,2,171.92,178.52,98.92,72.99,227.64,1.089,0.964,13,30,Urban,Residential,0,178.52,178.52,-3.697064754649351,6.600000000000023,-3.697064754649351,1.355254144403343,0.0,1.0,Train,0.06627388060354356,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00007,3,214.78,171.92,120.35,94.43,226.35,1.419,0.929,13,30,Urban,Residential,0,175.22,175.22,22.577331354868164,39.56,24.930200093066553,1.2744890395001587,0.0266345437497502,1.0,Train,0.1021365792422598,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00007,4,279.07,214.78,197.87,81.2,219.87,1.901,0.927,13,29,Urban,Residential,0,188.40666666666667,188.40666666666667,48.12108559498956,90.66333333333333,29.932954651271064,2.4368226600985223,0.12248580955894135,0.9666666666666667,Train,0.2460340974203757,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00007,5,232.42,279.07,146.84,85.58,232.52,1.454,0.955,13,28,Urban,Residential,0,221.9233333333333,211.0725,4.729861663938012,21.347499999999997,-16.716236069803276,1.7158214536106569,0.24301628482486773,0.9333333333333333,Test,0.23868535806889443,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00007,6,225.5,232.42,153.8,71.7,238.83,1.401,0.936,13,29,Urban,Residential,0,242.09,215.342,-6.852823330166469,10.157999999999987,-2.9773685569228068,2.1450488145048814,0.13721325743689672,0.9666666666666667,Test,0.16236479565933828,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00008,1,3512.96,3512.96,2264.78,1248.17,229.9,24.043,0.883,2,28,Semi-Urban,Industrial,0,,,0.0,0.0,0.0,1.814480399304582,0.0,0.9333333333333333,Train,0.44147257643249177,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00008,2,2466.7,3512.96,1379.03,1087.66,237.72,20.992,0.973,2,29,Semi-Urban,Industrial,0,3512.96,3512.96,-29.78286117689926,1046.2600000000002,-29.78286117689926,1.2678870235183788,0.0,0.9666666666666667,Train,0.6883523504847876,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00008,3,4098.41,2466.7,2387.68,1710.73,232.02,25.652,0.956,2,28,Semi-Urban,Industrial,0,2989.83,2989.83,37.07836231491422,1108.58,66.14951149308794,1.395708264892765,0.24744468444166973,0.9333333333333333,Train,0.7661792064969292,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00008,4,3940.55,4098.41,2620.84,1319.71,233.24,25.367,0.925,2,29,Semi-Urban,Industrial,0,3359.3566666666666,3359.3566666666666,17.30073317609424,581.1933333333336,-3.851737625078986,1.9859211493434163,0.2460675355937611,0.9666666666666667,Train,0.5885627811575119,-1,1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00008,5,4500.83,3940.55,2823.01,1677.82,233.43,29.018,0.923,2,30,Semi-Urban,Industrial,0,3501.8866666666668,3504.655,28.52586129762432,996.1749999999997,14.218319777696001,1.6825463994945824,0.25699456608258886,1.0,Test,0.7076921783680847,-1,-1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00008,6,3936.92,4500.83,2183.63,1753.29,234.42,25.876,0.901,2,30,Semi-Urban,Industrial,0,4179.93,3703.89,-5.813733722813544,233.0300000000002,-12.529022424752764,1.245447130822625,0.06911571770046014,1.0,Test,0.5579161273200038,-1,1,0,0,Suspicious,Minor deviation from typical consumption pattern
C00009,1,260.47,260.47,185.29,75.18,232.76,1.743,0.892,12,30,Urban,Residential,0,,,0.0,0.0,0.0,2.46461824953445,0.0,1.0,Train,0.05016269512981201,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00009,2,109.25,260.47,78.84,30.4,232.74,0.715,0.912,12,29,Urban,Residential,0,260.47,260.47,-58.05659001036588,151.22000000000003,-58.05659001036588,2.5934210526315793,0.0,0.9666666666666667,Train,0.3826926925550472,1,1,0,1,Normal,Large drop from recent average consumption; Sharp single-month consumption drop vs. previous month; Large deviation from 6-month historical average
C00009,3,310.81,109.25,190.84,119.97,236.53,1.982,0.921,12,30,Urban,Residential,0,184.86,184.86,68.13264091745104,125.94999999999999,184.4942791762014,1.5907310160873551,0.5784306364331372,1.0,Train,0.6127033980946496,-1,1,0,1,Suspicious,Large deviation from 6-month historical average; High month-to-month consumption variability
C00009,4,323.43,310.81,218.76,104.67,230.48,2.065,0.944,12,29,Urban,Residential,0,226.84333333333333,226.84333333333333,42.578578460905476,96.58666666666667,4.06035841832631,2.0899971338492405,0.4624476207684035,0.9666666666666667,Train,0.39210204441915897,1,1,0,0,Normal,High month-to-month consumption variability
C00009,5,278.25,323.43,197.09,81.16,235.79,1.722,0.952,12,30,Urban,Residential,0,247.83,250.99,12.274543033531044,27.25999999999999,-13.969019571468325,2.4284130113356333,0.48492743943394356,1.0,Test,0.37326702443672877,1,-1,0,0,Normal,High month-to-month consumption variability
C00009,6,298.99,278.25,190.85,108.14,230.38,2.019,0.893,12,30,Urban,Residential,0,304.16333333333336,256.442,-1.700840557156795,42.548,7.453728661275834,1.7648418716478638,0.07664249503382266,1.0,Test,0.04001919633395551,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,1,148.46,148.46,108.14,40.33,227.47,1.047,0.866,9,28,Urban,Residential,0,,,0.0,0.0,0.0,2.681378626332755,0.0,0.9333333333333333,Train,0.15656190948968793,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,2,126.3,148.46,91.7,34.6,235.3,0.802,0.929,9,29,Urban,Residential,0,148.46,148.46,-14.926579550047157,22.16000000000001,-14.926579550047157,2.6502890173410405,0.0,0.9666666666666667,Train,0.143082461821456,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,3,164.51,126.3,106.33,58.18,236.63,1.095,0.882,9,29,Urban,Residential,0,137.38,137.38,19.748143834619302,27.129999999999995,30.253365003958827,1.8276039876246133,0.11405944293997596,0.9666666666666667,Train,0.13052481829897467,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,4,179.21,164.51,107.66,71.55,226.38,1.301,0.845,9,29,Urban,Residential,0,146.42333333333332,146.42333333333332,22.39169531267787,32.78666666666669,8.935627013555418,1.5046820405310972,0.13103270841381945,0.9666666666666667,Train,0.11743879392828814,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,5,195.07,179.21,136.32,58.75,233.24,1.234,0.941,9,30,Urban,Residential,0,156.67333333333332,154.62,24.507467767329057,40.44999999999999,8.849952569611062,2.320340425531915,0.17432235725135417,1.0,Test,0.1208615417779955,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00010,6,152.19,195.07,99.79,52.4,225.77,1.02,0.918,9,29,Urban,Residential,0,179.59666666666666,162.70999999999998,-15.260119898290615,10.519999999999982,-21.981852668272925,1.9043893129770995,0.0850999582992025,0.9666666666666667,Test,0.1327930404416073,1,1,1,0,Normal,Minor deviation from typical consumption pattern
C00011,1,783.72,783.72,540.1,243.62,241.38,4.817,0.936,14,29,Rural,Commercial,0,,,0.0,0.0,0.0,2.216977259666694,0.0,0.9666666666666667,Train,0.16943418998565515,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00011,2,928.86,783.72,626.08,302.78,229.45,5.863,0.959,14,29,Rural,Commercial,0,783.72,783.72,18.519369162455977,145.14,18.519369162455977,2.0677719796551957,0.0,0.9666666666666667,Train,0.16629325928033079,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00011,3,747.28,928.86,422.62,324.66,235.16,5.106,0.848,14,30,Rural,Commercial,0,856.29,856.29,-12.73050018101344,109.00999999999999,-19.548694098141812,1.3017310417051684,0.11985364563572568,1.0,Train,0.2478515497725785,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00011,4,916.56,747.28,533.92,382.64,232.86,5.702,0.959,14,30,Rural,Commercial,0,819.9533333333334,819.9533333333334,11.781971331701792,96.60666666666657,22.652820897120222,1.395358561572235,0.11715263629004742,1.0,Train,0.15900926243825983,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00011,5,1121.34,916.56,810.96,310.37,233.5,7.292,0.915,14,28,Rural,Commercial,0,864.2333333333332,844.105,29.74968179889691,277.2349999999999,22.342236187483632,2.6128813996198086,0.11741169436196175,0.9333333333333333,Test,0.35107642609214557,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00011,6,946.55,1121.34,592.71,353.84,231.48,5.106,0.876,14,30,Rural,Commercial,0,928.3933333333332,899.552,1.9557084281805939,46.997999999999934,-15.587600549342747,1.6750791318109883,0.20175774877492506,1.0,Test,0.227582109368141,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00012,1,724.62,724.62,535.46,189.16,237.58,4.543,0.932,2,30,Rural,Commercial,0,,,0.0,0.0,0.0,2.8307253119052658,0.0,1.0,Train,0.2026579376104635,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00012,2,597.66,724.62,409.0,188.66,223.16,3.951,0.941,2,30,Rural,Commercial,0,724.62,724.62,-17.520907510143253,126.96000000000004,-17.520907510143253,2.1679211279550517,0.0,1.0,Train,0.24471974311514902,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00012,3,724.82,597.66,510.61,214.21,231.21,4.398,0.99,2,30,Rural,Commercial,0,661.14,661.14,9.631848020086526,63.680000000000064,21.276310946022836,2.3836889034125393,0.1357870903884867,1.0,Train,0.22374769820860022,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00012,4,459.2,724.82,264.87,194.33,228.76,2.908,0.959,2,28,Rural,Commercial,0,682.3666666666667,682.3666666666667,-32.70480191490401,223.16666666666669,-36.64633978091113,1.362990788864303,0.10750553470076385,0.9333333333333333,Train,0.4099891630070199,1,1,1,1,Normal,Large drop from recent average consumption
C00012,5,1016.52,459.2,586.81,429.71,225.18,6.618,0.947,2,28,Rural,Commercial,0,593.8933333333333,626.575,71.16204930178259,389.94499999999994,121.36759581881532,1.3655954015498823,0.22369345952455977,0.9333333333333333,Test,0.5896803885389569,-1,-1,0,1,Suspicious,Large deviation from 6-month historical average
C00012,6,801.05,1016.52,585.43,215.62,224.08,5.922,0.838,2,29,Rural,Commercial,0,733.5133333333333,704.564,9.207285484471988,96.48599999999999,-21.19682839491599,2.7151006400148407,0.3800362866419901,0.9666666666666667,Test,0.4747120391533912,1,-1,0,0,Normal,High month-to-month consumption variability
C00013,1,171.33,171.33,111.11,60.22,231.92,1.117,0.919,9,29,Semi-Urban,Residential,0,,,0.0,0.0,0.0,1.8450680836931252,0.0,0.9666666666666667,Train,0.024237265644922817,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00013,2,185.75,171.33,108.92,76.83,231.83,1.261,0.882,9,29,Semi-Urban,Residential,0,171.33,171.33,8.41650615770734,14.419999999999987,8.41650615770734,1.4176753872185346,0.0,0.9666666666666667,Train,0.04960410615315223,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00013,3,226.63,185.75,133.36,93.27,225.07,1.488,0.94,9,28,Semi-Urban,Residential,0,178.54000000000002,178.54000000000002,26.9351405847429,48.089999999999975,22.008075370121126,1.4298273828669457,0.05711033821390162,0.9333333333333333,Train,0.1540991155676417,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00013,4,222.23,226.63,131.4,90.83,229.46,1.531,0.879,9,29,Semi-Urban,Residential,0,194.57,194.57,14.215963406486095,27.659999999999997,-1.9414905352336433,1.446658592975889,0.14743102714478437,0.9666666666666667,Train,0.10024681217679268,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00013,5,264.38,222.23,191.6,72.78,226.5,1.746,0.929,9,30,Semi-Urban,Residential,0,211.53666666666663,201.485,24.980696805912313,62.89499999999998,18.966836160734378,2.6325913712558395,0.10608095625756658,1.0,Test,0.08936057859853058,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00013,6,237.43,264.38,139.35,98.08,233.07,1.489,0.95,9,29,Semi-Urban,Residential,0,237.74666666666667,214.064,-0.13319499747630373,23.366000000000014,-10.193660639987892,1.420778955954323,0.09745594438200365,0.9666666666666667,Test,0.07658511003709058,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,1,249.6,249.6,142.63,106.97,245.39,1.464,0.965,13,29,Urban,Residential,0,,,0.0,0.0,0.0,1.3333644947181453,0.0,0.9666666666666667,Train,0.21085122177902418,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,2,218.42,249.6,121.01,97.41,226.22,1.554,0.863,13,29,Urban,Residential,0,249.6,249.6,-12.491987179487182,31.180000000000007,-12.491987179487182,1.24227492043938,0.0,0.9666666666666667,Train,0.13568882271562882,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,3,231.77,218.42,164.05,67.71,238.44,1.413,0.955,13,29,Urban,Residential,0,234.01,234.01,-0.9572240502542545,2.2399999999999807,6.112077648566991,2.4228326687343085,0.09421644133753497,0.9666666666666667,Train,0.15775678345521957,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,4,281.7,231.77,179.25,102.44,237.62,1.749,0.942,13,28,Urban,Residential,0,233.2633333333333,233.2633333333333,20.764800868832094,48.436666666666696,21.54290891832419,1.7498047637641547,0.06706390169737897,0.9333333333333333,Train,0.1597326225712642,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,5,257.96,281.7,160.25,97.71,230.07,1.542,0.99,13,30,Urban,Residential,0,243.9633333333333,245.3725,5.7372009454972765,12.587499999999977,-8.427405040823576,1.6400573124552247,0.1367239218205637,1.0,Test,0.10997333919413534,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00014,6,295.95,257.96,173.81,122.13,226.75,2.013,0.901,13,29,Urban,Residential,0,257.1433333333334,247.89,15.091453534345284,48.06,14.727089471235855,1.4231556538115124,0.09712488307238878,0.9666666666666667,Test,0.08478863323371753,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00015,1,134.95,134.95,93.73,41.22,229.96,0.869,0.938,18,30,Rural,Residential,0,,,0.0,0.0,0.0,2.2738961669092674,0.0,1.0,Train,0.08370539647866758,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00015,2,144.65,134.95,85.49,59.16,230.07,0.928,0.917,18,30,Rural,Residential,0,134.95,134.95,7.187847350870706,9.700000000000017,7.187847350870706,1.4450642325895875,0.0,1.0,Train,0.09005801136813665,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00015,3,138.91,144.65,97.73,41.18,239.23,0.867,0.931,18,28,Rural,Residential,0,139.8,139.8,-0.6366237482117416,0.8900000000000148,-3.9681991012789553,2.3732394366197185,0.04906248767889494,0.9333333333333333,Train,0.22726978084590682,1,1,0,0,Normal,Minor deviation from typical consumption pattern
C00015,4,100.57,138.91,66.35,34.21,240.34,1.474,0.394,18,29,Rural,Residential,1,139.50333333333333,139.50333333333333,-27.90853265154955,38.93333333333334,-27.600604708084376,1.9394913767904118,0.03496077015839206,0.9666666666666667,Train,0.5343208220981074,-1,-1,1,0,Normal,Abnormally low power factor (possible tampering indicator)
C00015,5,29.31,100.57,20.78,8.53,241.95,0.188,0.896,18,15,Rural,Residential,1,128.04333333333332,129.76999999999998,-77.10931195168303,100.45999999999998,-70.85612011534255,2.4361078546307153,0.1871638042041794,0.5,Test,0.8720126253918598,-1,-1,1,1,High Risk,Large drop from recent average consumption; Sharp single-month consumption drop vs. previous month; Large deviation from 6-month historical average; Incomplete / missing meter readings this month
C00015,6,127.72,29.31,56.07,71.66,227.46,1.731,0.451,18,28,Rural,Residential,1,89.59666666666665,109.678,42.54994605454074,18.042,335.75571477311496,0.7824448785933575,0.6207585579709551,0.9333333333333333,Test,0.8314586045163773,-1,-1,1,0,Suspicious,Abnormally low power factor (possible tampering indicator); High month-to-month consumption variability
C00016,1,275.89,275.89,171.54,104.35,231.45,1.672,0.99,4,30,Semi-Urban,Residential,0,,,0.0,0.0,0.0,1.6438907522759942,0.0,1.0,Train,0.07475420712449427,1,1,0,0,Normal,Minor deviation from typical consumption pattern
